ACCID,DB,Feature,Start,End,misc1,Strand,misc2,Notes,gene_synonym,ECKnb,JWnb,Bnb,locus_tag,GeneID,Parent,ID,gbkey,gene_biotype,gene,product
AP009048.1,DDBJ,CDS,57364,58179,.,+,0,ID=cds-BAB96623.1;Parent=gene-djlA;Dbxref=NCBI_GP:BAB96623.1;Name=BAB96623.1;Note=ECK0056:JW0054:b0055;gbkey=CDS;gene=djlA;product=DnaJ-like protein%2C membrane anchored;protein_id=BAB96623.1;transl_table=11,ECK0056:JW0054:b0055,ECK0056,JW0054,b0055,NA,NA,gene-djlA,cds-BAB96623.1,CDS,protein_coding,djlA,DnaJ-like protein%2C membrane anchored
AP009048.1,DDBJ,CDS,58474,59124,.,+,0,ID=cds-BAB96624.2;Parent=gene-yabP;Dbxref=NCBI_GP:BAB96624.2;Name=BAB96624.2;Note=ECK0057:JW0055:b0056;gbkey=CDS;gene=yabP;product=hypothetical protein;protein_id=BAB96624.2;transl_table=11,ECK0057:JW0055:b0056,ECK0057,JW0055,b0056,NA,NA,gene-yabP,cds-BAB96624.2,CDS,protein_coding,yabP,hypothetical protein
AP009048.1,DDBJ,CDS,59121,59279,.,+,0,ID=cds-BAB96625.1;Parent=gene-yabQ;Dbxref=NCBI_GP:BAB96625.1;Name=BAB96625.1;Note=ECK0058:JW0056:b0057;gbkey=CDS;gene=yabQ;product=hypothetical protein;protein_id=BAB96625.1;transl_table=11,ECK0058:JW0056:b0057,ECK0058,JW0056,b0057,NA,NA,gene-yabQ,cds-BAB96625.1,CDS,protein_coding,yabQ,hypothetical protein
AP009048.1,DDBJ,CDS,59687,60346,.,-,0,ID=cds-BAE76039.1;Parent=gene-rluA;Dbxref=NCBI_GP:BAE76039.1;Name=BAE76039.1;Note=ECK0059:JW0057:b0058;gbkey=CDS;gene=rluA;product=pseudouridine synthase for 23S rRNA (position 746) and tRNAphe(position 32);protein_id=BAE76039.1;transl_table=11,ECK0059:JW0057:b0058,ECK0059,JW0057,b0058,NA,NA,gene-rluA,cds-BAE76039.1,CDS,protein_coding,rluA,pseudouridine synthase for 23S rRNA (position 746) and tRNAphe(position 32)
AP009048.1,DDBJ,CDS,60358,63264,.,-,0,ID=cds-BAB96627.1;Parent=gene-hepA;Dbxref=NCBI_GP:BAB96627.1;Name=BAB96627.1;Note=ATPase and RNA polymerase recycling factor%3B~ECK0060:JW0058:b0059;gbkey=CDS;gene=hepA;product=RNA polymerase-associated helicase protein;protein_id=BAB96627.1;transl_table=11,ECK0060:JW0058:b0059,ECK0060,JW0058,b0059,NA,NA,gene-hepA,cds-BAB96627.1,CDS,protein_coding,hepA,RNA polymerase-associated helicase protein
AP009048.1,DDBJ,CDS,63429,65780,.,-,0,ID=cds-BAB96628.2;Parent=gene-polB;Dbxref=NCBI_GP:BAB96628.2;Name=BAB96628.2;Note=ECK0061:JW0059:b0060;gbkey=CDS;gene=polB;product=DNA polymerase II;protein_id=BAB96628.2;transl_table=11,ECK0061:JW0059:b0060,ECK0061,JW0059,b0060,NA,NA,gene-polB,cds-BAB96628.2,CDS,protein_coding,polB,DNA polymerase II
AP009048.1,DDBJ,CDS,65855,66550,.,-,0,ID=cds-BAB96630.1;Parent=gene-araD;Dbxref=NCBI_GP:BAB96630.1;Name=BAB96630.1;Note=ECK0062:JW0060:b0061;gbkey=CDS;gene=araD;product=L-ribulose-5-phosphate 4-epimerase;protein_id=BAB96630.1;transl_table=11,ECK0062:JW0060:b0061,ECK0062,JW0060,b0061,NA,NA,gene-araD,cds-BAB96630.1,CDS,protein_coding,araD,L-ribulose-5-phosphate 4-epimerase
AP009048.1,DDBJ,CDS,66835,68337,.,-,0,ID=cds-BAB96631.2;Parent=gene-araA;Dbxref=NCBI_GP:BAB96631.2;Name=BAB96631.2;Note=ECK0063:JW0061:b0062;gbkey=CDS;gene=araA;product=L-arabinose isomerase;protein_id=BAB96631.2;transl_table=11,ECK0063:JW0061:b0062,ECK0063,JW0061,b0062,NA,NA,gene-araA,cds-BAB96631.2,CDS,protein_coding,araA,L-arabinose isomerase
AP009048.1,DDBJ,CDS,68348,70048,.,-,0,ID=cds-BAB96632.2;Parent=gene-araB;Dbxref=NCBI_GP:BAB96632.2;Name=BAB96632.2;Note=ECK0064:JW0062:b0063;gbkey=CDS;gene=araB;product=L-ribulokinase;protein_id=BAB96632.2;transl_table=11,ECK0064:JW0062:b0063,ECK0064,JW0062,b0063,NA,NA,gene-araB,cds-BAB96632.2,CDS,protein_coding,araB,L-ribulokinase
AP009048.1,DDBJ,CDS,70387,71265,.,+,0,ID=cds-BAB96633.1;Parent=gene-araC;Dbxref=NCBI_GP:BAB96633.1;Name=BAB96633.1;Note=ECK0065:JW0063:b0064;gbkey=CDS;gene=araC;product=DNA-binding transcriptional dual regulator;protein_id=BAB96633.1;transl_table=11,ECK0065:JW0063:b0064,ECK0065,JW0063,b0064,NA,NA,gene-araC,cds-BAB96633.1,CDS,protein_coding,araC,DNA-binding transcriptional dual regulator
AP009048.1,DDBJ,CDS,71351,72115,.,+,0,ID=cds-BAB96634.2;Parent=gene-yabI;Dbxref=NCBI_GP:BAB96634.2;Name=BAB96634.2;Note=ECK0066:JW5005:b0065;gbkey=CDS;gene=yabI;product=conserved inner membrane protein;protein_id=BAB96634.2;transl_table=11,ECK0066:JW5005:b0065,ECK0066,JW5005,b0065,NA,NA,gene-yabI,cds-BAB96634.2,CDS,protein_coding,yabI,conserved inner membrane protein
AP009048.1,DDBJ,CDS,72229,72927,.,-,0,ID=cds-BAB96635.2;Parent=gene-thiQ;Dbxref=NCBI_GP:BAB96635.2;Name=BAB96635.2;Note=ATP-binding component of ABC superfamily%3B~ECK0067:JW0065:b0066;gbkey=CDS;gene=thiQ;product=thiamin transporter subunit;protein_id=BAB96635.2;transl_table=11,ECK0067:JW0065:b0066,ECK0067,JW0065,b0066,NA,NA,gene-thiQ,cds-BAB96635.2,CDS,protein_coding,thiQ,thiamin transporter subunit
AP009048.1,DDBJ,CDS,72911,74521,.,-,0,ID=cds-BAB96636.2;Parent=gene-thiP;Dbxref=NCBI_GP:BAB96636.2;Name=BAB96636.2;Note=ECK0068:JW0066:b0067;gbkey=CDS;gene=thiP;product=fused subunits of thiamin transporter and membrane components of ABC superfamily;protein_id=BAB96636.2;transl_table=11,ECK0068:JW0066:b0067,ECK0068,JW0066,b0067,NA,NA,gene-thiP,cds-BAB96636.2,CDS,protein_coding,thiP,fused subunits of thiamin transporter and membrane components of ABC superfamily
AP009048.1,DDBJ,CDS,74497,75480,.,-,0,ID=cds-BAB96637.2;Parent=gene-tbpA;Dbxref=NCBI_GP:BAB96637.2;Name=BAB96637.2;Note=ECK0069:JW0067:b0068%3B~periplasmic-binding component of ABC superfamily;gbkey=CDS;gene=tbpA;product=thiamin transporter subunit;protein_id=BAB96637.2;transl_table=11,ECK0069:JW0067:b0068%3B~periplasmic-binding component of ABC superfamily,ECK0069,JW0067,b0068,NA,NA,gene-tbpA,cds-BAB96637.2,CDS,protein_coding,tbpA,thiamin transporter subunit
AP009048.1,DDBJ,CDS,75644,77299,.,-,0,ID=cds-BAB96638.2;Parent=gene-sgrR;Dbxref=NCBI_GP:BAB96638.2;Name=BAB96638.2;Note=ECK0070:JW0068:b0069;gbkey=CDS;gene=sgrR;product=DNA-binding transcriptional regulator;protein_id=BAB96638.2;transl_table=11,ECK0070:JW0068:b0069,ECK0070,JW0068,b0069,NA,NA,gene-sgrR,cds-BAB96638.2,CDS,protein_coding,sgrR,DNA-binding transcriptional regulator
AP009048.1,DDBJ,transcript,77367,77593,.,+,.,ID=rna-sgrS;Parent=gene-sgrS;Note=ECK0071:JWR0259:b4577;gbkey=misc_RNA;gene=sgrS;product=small antisense RNA,ECK0071:JWR0259:b4577,ECK0071,JWR0259,b4577,NA,NA,gene-sgrS,rna-sgrS,misc_RNA,misc_RNA,sgrS,small antisense RNA
AP009048.1,DDBJ,exon,77367,77593,.,+,.,ID=exon-sgrS-1;Parent=rna-sgrS;Note=ECK0071:JWR0259:b4577;gbkey=misc_RNA;gene=sgrS;product=small antisense RNA,ECK0071:JWR0259:b4577,ECK0071,JWR0259,b4577,NA,NA,rna-sgrS,exon-sgrS-1,misc_RNA,misc_RNA,sgrS,small antisense RNA
AP009048.1,DDBJ,CDS,77621,78799,.,+,0,ID=cds-BAB96639.2;Parent=gene-setA;Dbxref=NCBI_GP:BAB96639.2;Name=BAB96639.2;Note=ECK0072:JW0069:b0070;gbkey=CDS;gene=setA;product=broad specificity sugar efflux system;protein_id=BAB96639.2;transl_table=11,ECK0072:JW0069:b0070,ECK0072,JW0069,b0070,NA,NA,gene-setA,cds-BAB96639.2,CDS,protein_coding,setA,broad specificity sugar efflux system
AP009048.1,DDBJ,CDS,78848,79453,.,-,0,ID=cds-BAB96640.1;Parent=gene-leuD;Dbxref=NCBI_GP:BAB96640.1;Name=BAB96640.1;Note=ECK0073:JW0070:b0071;gbkey=CDS;gene=leuD;product=3-isopropylmalate isomerase subunit;protein_id=BAB96640.1;transl_table=11,ECK0073:JW0070:b0071,ECK0073,JW0070,b0071,NA,NA,gene-leuD,cds-BAB96640.1,CDS,protein_coding,leuD,3-isopropylmalate isomerase subunit
AP009048.1,DDBJ,CDS,79464,80864,.,-,0,ID=cds-BAB96641.2;Parent=gene-leuC;Dbxref=NCBI_GP:BAB96641.2;Name=BAB96641.2;Note=ECK0074:JW0071:b0072;gbkey=CDS;gene=leuC;product=3-isopropylmalate isomerase subunit%2C dehydratase component;protein_id=BAB96641.2;transl_table=11,ECK0074:JW0071:b0072,ECK0074,JW0071,b0072,NA,NA,gene-leuC,cds-BAB96641.2,CDS,protein_coding,leuC,3-isopropylmalate isomerase subunit%2C dehydratase component
AP009048.1,DDBJ,CDS,80867,81958,.,-,0,ID=cds-BAB96642.1;Parent=gene-leuB;Dbxref=NCBI_GP:BAB96642.1;Name=BAB96642.1;Note=ECK0075:JW5807:b0073;gbkey=CDS;gene=leuB;product=3-isopropylmalate dehydrogenase;protein_id=BAB96642.1;transl_table=11,ECK0075:JW5807:b0073,ECK0075,JW5807,b0073,NA,NA,gene-leuB,cds-BAB96642.1,CDS,protein_coding,leuB,3-isopropylmalate dehydrogenase
AP009048.1,DDBJ,CDS,81958,83529,.,-,0,ID=cds-BAB96643.2;Parent=gene-leuA;Dbxref=NCBI_GP:BAB96643.2;Name=BAB96643.2;Note=ECK0076:JW0073:b0074;gbkey=CDS;gene=leuA;product=2-isopropylmalate synthase;protein_id=BAB96643.2;transl_table=11,ECK0076:JW0073:b0074,ECK0076,JW0073,b0074,NA,NA,gene-leuA,cds-BAB96643.2,CDS,protein_coding,leuA,2-isopropylmalate synthase
AP009048.1,DDBJ,CDS,83622,83708,.,-,0,ID=cds-BAB96644.1;Parent=gene-leuL;Dbxref=NCBI_GP:BAB96644.1;Name=BAB96644.1;Note=ECK0077:JW0074:b0075;gbkey=CDS;gene=leuL;product=leu operon leader peptide;protein_id=BAB96644.1;transl_table=11,ECK0077:JW0074:b0075,ECK0077,JW0074,b0075,NA,NA,gene-leuL,cds-BAB96644.1,CDS,protein_coding,leuL,leu operon leader peptide
AP009048.1,DDBJ,CDS,84368,85312,.,+,0,ID=cds-BAB96645.2;Parent=gene-leuO;Dbxref=NCBI_GP:BAB96645.2;Name=BAB96645.2;Note=ECK0078:JW0075:b0076;gbkey=CDS;gene=leuO;product=DNA-binding transcriptional activator;protein_id=BAB96645.2;transl_table=11,ECK0078:JW0075:b0076,ECK0078,JW0075,b0076,NA,NA,gene-leuO,cds-BAB96645.2,CDS,protein_coding,leuO,DNA-binding transcriptional activator
AP009048.1,DDBJ,CDS,85630,87354,.,+,0,ID=cds-BAB96646.2;Parent=gene-ilvI;Dbxref=NCBI_GP:BAB96646.2;Name=BAB96646.2;Note=ECK0079:JW0076:b0077;gbkey=CDS;gene=ilvI;product=acetolactate synthase III%2C large subunit;protein_id=BAB96646.2;transl_table=11,ECK0079:JW0076:b0077,ECK0079,JW0076,b0077,NA,NA,gene-ilvI,cds-BAB96646.2,CDS,protein_coding,ilvI,acetolactate synthase III%2C large subunit
AP009048.1,DDBJ,CDS,87357,87848,.,+,0,ID=cds-BAB96647.2;Parent=gene-ilvH;Dbxref=NCBI_GP:BAB96647.2;Name=BAB96647.2;Note=ECK0080:JW0077:b0078;gbkey=CDS;gene=ilvH;product=acetolactate synthase III%2C thiamin-dependent%2C small subunit;protein_id=BAB96647.2;transl_table=11,ECK0080:JW0077:b0078,ECK0080,JW0077,b0078,NA,NA,gene-ilvH,cds-BAB96647.2,CDS,protein_coding,ilvH,acetolactate synthase III%2C thiamin-dependent%2C small subunit
AP009048.1,DDBJ,CDS,88028,89032,.,+,0,ID=cds-BAB96648.1;Parent=gene-fruR;Dbxref=NCBI_GP:BAB96648.1;Name=BAB96648.1;Note=ECK0081:JW0078:b0080;gbkey=CDS;gene=fruR;product=DNA-binding transcriptional dual regulator;protein_id=BAB96648.1;transl_table=11,ECK0081:JW0078:b0080,ECK0081,JW0078,b0080,NA,NA,gene-fruR,cds-BAB96648.1,CDS,protein_coding,fruR,DNA-binding transcriptional dual regulator
AP009048.1,DDBJ,CDS,89634,90092,.,+,0,ID=cds-BAB96649.1;Parent=gene-mraZ;Dbxref=NCBI_GP:BAB96649.1;Name=BAB96649.1;Note=ECK0082:JW0079:b0081;gbkey=CDS;gene=mraZ;product=conserved hypothetical protein;protein_id=BAB96649.1;transl_table=11,ECK0082:JW0079:b0081,ECK0082,JW0079,b0081,NA,NA,gene-mraZ,cds-BAB96649.1,CDS,protein_coding,mraZ,conserved hypothetical protein
AP009048.1,DDBJ,CDS,90094,91035,.,+,0,ID=cds-BAB96650.1;Parent=gene-mraW;Dbxref=NCBI_GP:BAB96650.1;Name=BAB96650.1;Note=ECK0083:JW0080:b0082;gbkey=CDS;gene=mraW;product=S-adenosyl-dependent methyltransferase activity on membrane-located substrates;protein_id=BAB96650.1;transl_table=11,ECK0083:JW0080:b0082,ECK0083,JW0080,b0082,NA,NA,gene-mraW,cds-BAB96650.1,CDS,protein_coding,mraW,S-adenosyl-dependent methyltransferase activity on membrane-located substrates
AP009048.1,DDBJ,CDS,91032,91397,.,+,0,ID=cds-BAB96651.2;Parent=gene-ftsL;Dbxref=NCBI_GP:BAB96651.2;Name=BAB96651.2;Note=ECK0084:JW0081:b0083;gbkey=CDS;gene=ftsL;product=membrane bound cell division protein at septum containing leucine zipper motif;protein_id=BAB96651.2;transl_table=11,ECK0084:JW0081:b0083,ECK0084,JW0081,b0083,NA,NA,gene-ftsL,cds-BAB96651.2,CDS,protein_coding,ftsL,membrane bound cell division protein at septum containing leucine zipper motif
AP009048.1,DDBJ,CDS,91413,93179,.,+,0,ID=cds-BAB96652.1;Parent=gene-ftsI;Dbxref=NCBI_GP:BAB96652.1;Name=BAB96652.1;Note=ECK0085:JW0082:b0084%3B~penicillin-binding protein 3;gbkey=CDS;gene=ftsI;product=transpeptidase involved in septal peptidoglycan synthesis;protein_id=BAB96652.1;transl_table=11,ECK0085:JW0082:b0084%3B~penicillin-binding protein 3,ECK0085,JW0082,b0084,NA,NA,gene-ftsI,cds-BAB96652.1,CDS,protein_coding,ftsI,transpeptidase involved in septal peptidoglycan synthesis
AP009048.1,DDBJ,CDS,93166,94653,.,+,0,ID=cds-BAB96653.1;Parent=gene-murE;Dbxref=NCBI_GP:BAB96653.1;Name=BAB96653.1;Note=ECK0086:JW0083:b0085;gbkey=CDS;gene=murE;product=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase;protein_id=BAB96653.1;transl_table=11,ECK0086:JW0083:b0085,ECK0086,JW0083,b0085,NA,NA,gene-murE,cds-BAB96653.1,CDS,protein_coding,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase
AP009048.1,DDBJ,CDS,94650,96008,.,+,0,ID=cds-BAB96654.2;Parent=gene-murF;Dbxref=NCBI_GP:BAB96654.2;Name=BAB96654.2;Note=ECK0087:JW0084:b0086;gbkey=CDS;gene=murF;product=UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase;protein_id=BAB96654.2;transl_table=11,ECK0087:JW0084:b0086,ECK0087,JW0084,b0086,NA,NA,gene-murF,cds-BAB96654.2,CDS,protein_coding,murF,UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase
AP009048.1,DDBJ,CDS,96002,97084,.,+,0,ID=cds-BAB96655.1;Parent=gene-mraY;Dbxref=NCBI_GP:BAB96655.1;Name=BAB96655.1;Note=ECK0088:JW0085:b0087;gbkey=CDS;gene=mraY;product=phospho-N-acetylmuramoyl-pentapeptide transferase;protein_id=BAB96655.1;transl_table=11,ECK0088:JW0085:b0087,ECK0088,JW0085,b0087,NA,NA,gene-mraY,cds-BAB96655.1,CDS,protein_coding,mraY,phospho-N-acetylmuramoyl-pentapeptide transferase
AP009048.1,DDBJ,CDS,97087,98403,.,+,0,ID=cds-BAB96656.1;Parent=gene-murD;Dbxref=NCBI_GP:BAB96656.1;Name=BAB96656.1;Note=ECK0089:JW0086:b0088;gbkey=CDS;gene=murD;product=UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase;protein_id=BAB96656.1;transl_table=11,ECK0089:JW0086:b0088,ECK0089,JW0086,b0088,NA,NA,gene-murD,cds-BAB96656.1,CDS,protein_coding,murD,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase
AP009048.1,DDBJ,CDS,98403,99647,.,+,0,ID=cds-BAB96657.1;Parent=gene-ftsW;Dbxref=NCBI_GP:BAB96657.1;Name=BAB96657.1;Note=ECK0090:JW0087:b0089;gbkey=CDS;gene=ftsW;product=integral membrane protein involved in stabilising FstZ ring during cell division;protein_id=BAB96657.1;transl_table=11,ECK0090:JW0087:b0089,ECK0090,JW0087,b0089,NA,NA,gene-ftsW,cds-BAB96657.1,CDS,protein_coding,ftsW,integral membrane protein involved in stabilising FstZ ring during cell division
AP009048.1,DDBJ,CDS,99644,100711,.,+,0,ID=cds-BAB96658.1;Parent=gene-murG;Dbxref=NCBI_GP:BAB96658.1;Name=BAB96658.1;Note=ECK0091:JW0088:b0090;gbkey=CDS;gene=murG;product=N-acetylglucosaminyl transferase;protein_id=BAB96658.1;transl_table=11,ECK0091:JW0088:b0090,ECK0091,JW0088,b0090,NA,NA,gene-murG,cds-BAB96658.1,CDS,protein_coding,murG,N-acetylglucosaminyl transferase
AP009048.1,DDBJ,CDS,100765,102240,.,+,0,ID=cds-BAB96659.1;Parent=gene-murC;Dbxref=NCBI_GP:BAB96659.1;Name=BAB96659.1;Note=ECK0092:JW0089:b0091;gbkey=CDS;gene=murC;product=UDP-N-acetylmuramate:L-alanine ligase;protein_id=BAB96659.1;transl_table=11,ECK0092:JW0089:b0091,ECK0092,JW0089,b0091,NA,NA,gene-murC,cds-BAB96659.1,CDS,protein_coding,murC,UDP-N-acetylmuramate:L-alanine ligase
AP009048.1,DDBJ,CDS,102233,103153,.,+,0,ID=cds-BAB96660.1;Parent=gene-ddlB;Dbxref=NCBI_GP:BAB96660.1;Name=BAB96660.1;Note=ECK0093:JW0090:b0092;gbkey=CDS;gene=ddlB;product=D-Alanine:D-alanine ligase;protein_id=BAB96660.1;transl_table=11,ECK0093:JW0090:b0092,ECK0093,JW0090,b0092,NA,NA,gene-ddlB,cds-BAB96660.1,CDS,protein_coding,ddlB,D-Alanine:D-alanine ligase
AP009048.1,DDBJ,CDS,103155,103985,.,+,0,ID=cds-BAB96661.1;Parent=gene-ftsQ;Dbxref=NCBI_GP:BAB96661.1;Name=BAB96661.1;Note=ECK0094:JW0091:b0093;gbkey=CDS;gene=ftsQ;product=membrane anchored protein involved in growth of wall at septum;protein_id=BAB96661.1;transl_table=11,ECK0094:JW0091:b0093,ECK0094,JW0091,b0093,NA,NA,gene-ftsQ,cds-BAB96661.1,CDS,protein_coding,ftsQ,membrane anchored protein involved in growth of wall at septum
AP009048.1,DDBJ,CDS,103982,105244,.,+,0,ID=cds-BAB96662.1;Parent=gene-ftsA;Dbxref=NCBI_GP:BAB96662.1;Name=BAB96662.1;Note=ECK0095:JW0092:b0094;gbkey=CDS;gene=ftsA;product=ATP-binding cell division protein involved in recruitment of FtsK to Z ring;protein_id=BAB96662.1;transl_table=11,ECK0095:JW0092:b0094,ECK0095,JW0092,b0094,NA,NA,gene-ftsA,cds-BAB96662.1,CDS,protein_coding,ftsA,ATP-binding cell division protein involved in recruitment of FtsK to Z ring
AP009048.1,DDBJ,CDS,105305,106456,.,+,0,ID=cds-BAB96663.2;Parent=gene-ftsZ;Dbxref=NCBI_GP:BAB96663.2;Name=BAB96663.2;Note=ECK0096:JW0093:b0095;gbkey=CDS;gene=ftsZ;product=GTP-binding tubulin-like cell division protein;protein_id=BAB96663.2;transl_table=11,ECK0096:JW0093:b0095,ECK0096,JW0093,b0095,NA,NA,gene-ftsZ,cds-BAB96663.2,CDS,protein_coding,ftsZ,GTP-binding tubulin-like cell division protein
AP009048.1,DDBJ,CDS,106557,107474,.,+,0,ID=cds-BAB96664.1;Parent=gene-lpxC;Dbxref=NCBI_GP:BAB96664.1;Name=BAB96664.1;Note=ECK0097:JW0094:b0096;gbkey=CDS;gene=lpxC;product=UDP-3-O-acyl N-acetylglucosamine deacetylase;protein_id=BAB96664.1;transl_table=11,ECK0097:JW0094:b0096,ECK0097,JW0094,b0096,NA,NA,gene-lpxC,cds-BAB96664.1,CDS,protein_coding,lpxC,UDP-3-O-acyl N-acetylglucosamine deacetylase
AP009048.1,DDBJ,CDS,107705,108217,.,+,0,ID=cds-BAB96665.2;Parent=gene-secM;Dbxref=NCBI_GP:BAB96665.2;Name=BAB96665.2;Note=ECK0098:JW5007:b0097;gbkey=CDS;gene=secM;product=regulator of secA translation;protein_id=BAB96665.2;transl_table=11,ECK0098:JW5007:b0097,ECK0098,JW5007,b0097,NA,NA,gene-secM,cds-BAB96665.2,CDS,protein_coding,secM,regulator of secA translation
AP009048.1,DDBJ,CDS,108279,110984,.,+,0,ID=cds-BAB96666.2;Parent=gene-secA;Dbxref=NCBI_GP:BAB96666.2;Name=BAB96666.2;Note=ECK0099:JW0096:b0098;gbkey=CDS;gene=secA;product=preprotein translocase subunit%2C ATPase that targets protein precursors to the SecYE core translocon;protein_id=BAB96666.2;transl_table=11,ECK0099:JW0096:b0098,ECK0099,JW0096,b0098,NA,NA,gene-secA,cds-BAB96666.2,CDS,protein_coding,secA,preprotein translocase subunit%2C ATPase that targets protein precursors to the SecYE core translocon
AP009048.1,DDBJ,CDS,111044,111433,.,+,0,ID=cds-BAB96667.1;Parent=gene-mutT;Dbxref=NCBI_GP:BAB96667.1;Name=BAB96667.1;Note=ECK0100:JW0097:b0099;gbkey=CDS;gene=mutT;product=nucleoside triphosphate pyrophosphohydrolase%2C marked preference for dGTP;protein_id=BAB96667.1;transl_table=11,ECK0100:JW0097:b0099,ECK0100,JW0097,b0099,NA,NA,gene-mutT,cds-BAB96667.1,CDS,protein_coding,mutT,nucleoside triphosphate pyrophosphohydrolase%2C marked preference for dGTP
AP009048.1,DDBJ,CDS,111649,111846,.,-,0,ID=cds-BAB96668.2;Parent=gene-yacG;Dbxref=NCBI_GP:BAB96668.2;Name=BAB96668.2;Note=ECK0101:JW5008:b0101;gbkey=CDS;gene=yacG;product=conserved hypothetical protein;protein_id=BAB96668.2;transl_table=11,ECK0101:JW5008:b0101,ECK0101,JW5008,b0101,NA,NA,gene-yacG,cds-BAB96668.2,CDS,protein_coding,yacG,conserved hypothetical protein
AP009048.1,DDBJ,CDS,111856,112599,.,-,0,ID=cds-BAB96671.2;Parent=gene-yacF;Dbxref=NCBI_GP:BAB96671.2;Name=BAB96671.2;Note=ECK0102:JW0099:b0102;gbkey=CDS;gene=yacF;product=conserved hypothetical protein;protein_id=BAB96671.2;transl_table=11,ECK0102:JW0099:b0102,ECK0102,JW0099,b0102,NA,NA,gene-yacF,cds-BAB96671.2,CDS,protein_coding,yacF,conserved hypothetical protein
AP009048.1,DDBJ,CDS,112599,113219,.,-,0,ID=cds-BAE76040.1;Parent=gene-coaE;Dbxref=NCBI_GP:BAE76040.1;Name=BAE76040.1;Note=ECK0103:JW0100:b0103;gbkey=CDS;gene=coaE;product=dephospho-CoA kinase;protein_id=BAE76040.1;transl_table=11,ECK0103:JW0100:b0103,ECK0103,JW0100,b0103,NA,NA,gene-coaE,cds-BAE76040.1,CDS,protein_coding,coaE,dephospho-CoA kinase
AP009048.1,DDBJ,CDS,113444,114487,.,+,0,ID=cds-BAB96673.2;Parent=gene-guaC;Dbxref=NCBI_GP:BAB96673.2;Name=BAB96673.2;Note=ECK0104:JW0101:b0104;gbkey=CDS;gene=guaC;product=GMP reductase;protein_id=BAB96673.2;transl_table=11,ECK0104:JW0101:b0104,ECK0104,JW0101,b0104,NA,NA,gene-guaC,cds-BAB96673.2,CDS,protein_coding,guaC,GMP reductase
AP009048.1,DDBJ,CDS,114522,115724,.,-,0,ID=cds-BAB96674.2;Parent=gene-hofC;Dbxref=NCBI_GP:BAB96674.2;Name=BAB96674.2;Note=ECK0105:JW0102:b0106;gbkey=CDS;gene=hofC;product=assembly protein in type IV pilin biogenesis%2C transmembrane protein;protein_id=BAB96674.2;transl_table=11,ECK0105:JW0102:b0106,ECK0105,JW0102,b0106,NA,NA,gene-hofC,cds-BAB96674.2,CDS,protein_coding,hofC,assembly protein in type IV pilin biogenesis%2C transmembrane protein
AP009048.1,DDBJ,CDS,115714,117099,.,-,0,ID=cds-BAB96676.2;Parent=gene-hofB;Dbxref=NCBI_GP:BAB96676.2;Name=BAB96676.2;Note=ECK0106:JW0103:b0107;gbkey=CDS;gene=hofB;product=conserved hypothetical protein with nucleoside triphosphate hydrolase domain;protein_id=BAB96676.2;transl_table=11,ECK0106:JW0103:b0107,ECK0106,JW0103,b0107,NA,NA,gene-hofB,cds-BAB96676.2,CDS,protein_coding,hofB,conserved hypothetical protein with nucleoside triphosphate hydrolase domain
AP009048.1,DDBJ,CDS,117109,117549,.,-,0,ID=cds-BAB96678.2;Parent=gene-ppdD;Dbxref=NCBI_GP:BAB96678.2;Name=BAB96678.2;Note=ECK0107:JW0104:b0108;gbkey=CDS;gene=ppdD;product=predicted major pilin subunit;protein_id=BAB96678.2;transl_table=11,ECK0107:JW0104:b0108,ECK0107,JW0104,b0108,NA,NA,gene-ppdD,cds-BAB96678.2,CDS,protein_coding,ppdD,predicted major pilin subunit
AP009048.1,DDBJ,CDS,117752,118645,.,-,0,ID=cds-BAE76041.1;Parent=gene-nadC;Dbxref=NCBI_GP:BAE76041.1;Name=BAE76041.1;Note=ECK0108:JW0105:b0109;gbkey=CDS;gene=nadC;product=quinolinate phosphoribosyltransferase;protein_id=BAE76041.1;transl_table=11,ECK0108:JW0105:b0109,ECK0108,JW0105,b0109,NA,NA,gene-nadC,cds-BAE76041.1,CDS,protein_coding,nadC,quinolinate phosphoribosyltransferase
AP009048.1,DDBJ,CDS,118733,119284,.,+,0,ID=cds-BAB96679.1;Parent=gene-ampD;Dbxref=NCBI_GP:BAB96679.1;Name=BAB96679.1;Note=ECK0109:JW0106:b0110;gbkey=CDS;gene=ampD;product=N-acetyl-anhydromuranmyl-L-alanine amidase;protein_id=BAB96679.1;transl_table=11,ECK0109:JW0106:b0110,ECK0109,JW0106,b0110,NA,NA,gene-ampD,cds-BAB96679.1,CDS,protein_coding,ampD,N-acetyl-anhydromuranmyl-L-alanine amidase
