# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) pmName. Promoter Name
## (7) terminatorIds. Ids of the terminators associated to transcription unit
## (8) tuEvidence. Evidence that supports the existence of the transcription unit
## (9) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (10) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (11) pmids associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)pmName	7)terminatorIds	8)tuEvidence	9)addEvidence	10)confidenceLevel	11)pmids 
RDBECOLITUC00263	ybdN	RDBECOLIOPC03270	citR-ybdNM	ybdN;	ybdNp		[COMP-AINF:W]		W	 
RDBECOLITUC00264	ybdO	RDBECOLIOPC03270	citR-ybdNM	citR;			[COMP-AINF:W]		W	26789284 
RDBECOLITUC00265	None	RDBECOLIOPC01235	dsbG	dsbG;	dsbGp		[COMP-AINF:W]		W	11443092 
RDBECOLITUC00266	rnk	RDBECOLIOPC00365	rnk	rnk;			[COMP-AINF:W]		W	 
RDBECOLITUC00267	rna	RDBECOLIOPC01865	rna	rna;	rnap		[COMP-AINF:W]		W	 
RDBECOLITUC00268	citT	RDBECOLIOPC00880	citT	citT;			[COMP-AINF:W]		W	 
RDBECOLITUC00269	citCDEFXG	RDBECOLIOPC03308	citCDEFXG	citC;citD;citE;citF;citX;citG;	citCp1		[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	22101843;18997424 
RDBECOLITUC00270	dpiBA	RDBECOLIOPC03484	dpiBA	dpiA;dpiB;	dpiBp1		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		S	15308764;22101843;18997424 
RDBECOLITUC00271	cspE	RDBECOLIOPC01614	cspE	cspE;	cspEp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	18177308;16547039;31540875 
RDBECOLITUC00272	ybeM	RDBECOLIOPC02312	ybeM	ybeM;			[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	21398637 
RDBECOLITUC00273	tatE	RDBECOLIOPC01182	tatE	tatE;			[COMP-AINF:W]		W	 
RDBECOLITUC00274	lipA	RDBECOLIOPC00317	lipA	lipA;	lipAp		[COMP-AINF:W]		W	2014;24816490;20718955 
RDBECOLITUC00275	ybeF	RDBECOLIOPC01908	ybeF	ybeF;			[COMP-AINF:W]		W	 
RDBECOLITUC00276	lipB	RDBECOLIOPC02763	ybeD-lipB	lipB;			[COMP-AINF:W]		W	 
RDBECOLITUC00277	ybeD	RDBECOLIOPC02763	ybeD-lipB	ybeD;			[COMP-AINF:W]		W	 
RDBECOLITUC00278	dacA	RDBECOLIOPC01552	dacA	dacA;			[COMP-AINF:W]		W	 
RDBECOLITUC00279	rsfS-rlmH-mrdAB-rlpA	RDBECOLIOPC00631	rsfS-rlmH-mrdAB-rlpA	rsfS;rlmH;mrdA;mrdB;rlpA;	rsfSp		[COMP-AINF:W]		W	31964733 
RDBECOLITUC00280	leuS-lptE-holA-nadD-cobC	RDBECOLIOPC02236	leuS-lptE-holA-nadD-cobC	leuS;lptE;holA;nadD;cobC;			[COMP-AINF:W]		W	31964733 
RDBECOLITUC00281	ybeR-djlB	RDBECOLIOPC01222	ybeR-djlB	djlB;ybeR;			[COMP-AINF:W]		W	 
RDBECOLITUC00282	ybeU-djlC	RDBECOLIOPC00354	ybeU-djlC	djlC;ybeU;			[COMP-AINF:W]		W	 
RDBECOLITUC00283	hscC	RDBECOLIOPC01847	hscC	hscC;			[COMP-AINF:W]		W	 
RDBECOLITUC00284	rihA	RDBECOLIOPC00866	rihA	rihA;			[COMP-AINF:W]		W	31964733 
RDBECOLITUC00285	insH3	RDBECOLIOPC00084	insH3	insH3;			[COMP-AINF:W]		W	 
RDBECOLITUC00286	ybeX-lnt	RDBECOLIOPC03165	ybeZYX-lnt	ybeX;lnt;			[COMP-AINF:W]		W	 
RDBECOLITUC00287	ybeZY	RDBECOLIOPC03165	ybeZYX-lnt	ybeZ;ybeY;			[COMP-AINF:W]		W	 
RDBECOLITUC00288	miaB	RDBECOLIOPC02295	miaB	miaB;			[COMP-AINF:W]		W	 
RDBECOLITUC00289	chiZPQ	RDBECOLIOPC02609	chiZPQ	chiZ;chiQ;chiP;	chiZp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	19400782;24593230 
RDBECOLITUC00290	chiQ	RDBECOLIOPC02609	chiZPQ	chiQ;			[COMP-AINF:W]		W	 
RDBECOLITUC00291	ybfF	RDBECOLIOPC01894	ybfF	ybfF;			[COMP-AINF:W]		W	 
RDBECOLITUC00292	ybfP	RDBECOLIOPC00913	ybfP	ybfP;			[COMP-AINF:W]		W	 
RDBECOLITUC00293	ybfA	RDBECOLIOPC00042	ybfA	ybfA;			[COMP-AINF:W]		W	 
RDBECOLITUC00294	rhsC-ybfB	RDBECOLIOPC01538	rhsC-ybfB	ybfB;rhsC;			[COMP-AINF:W]		W	 
RDBECOLITUC00295	ybfOC	RDBECOLIOPC00618	ybfOC	ybfC;ybfO;			[COMP-AINF:W]		W	 
RDBECOLITUC00296	ybfQ	RDBECOLIOPC02218	ybfQ	ybfQ;			[COMP-AINF:W]		W	 
RDBECOLITUC00297	ybfL	RDBECOLIOPC01211	ybfL	ybfL;			[COMP-AINF:W]		W	 
RDBECOLITUC00298	ybfD	RDBECOLIOPC00342	ybfD	ybfD;			[COMP-AINF:W]		W	 
RDBECOLITUC00299	abrB	RDBECOLIOPC01833	abrB	abrB;			[COMP-AINF:W]		W	 
RDBECOLITUC00300	ybgQPOD	RDBECOLIOPC03565	ybgQPOD	ybgD;ybgQ;ybgP;ybgO;			[EXP-IEP-BETA-GAL:W]		W	20345943 
RDBECOLITUC00301	ybgD	RDBECOLIOPC03565	ybgQPOD	ybgD;			[COMP-AINF:W]		W	 
RDBECOLITUC00302	valZ-lysY	RDBECOLIOPC01473	valZ-lysY	lysY;valZ;			[COMP-AINF:W]		W	 
RDBECOLITUC00303	lysZ	RDBECOLIOPC00560	lysZ	lysZ;			[COMP-AINF:W]		W	 
RDBECOLITUC00304	lysQ	RDBECOLIOPC02275	lysQ	lysQ;		RDBECOLITMC00181,RDBECOLITMC00180	[COMP-AINF:W]		W	 
RDBECOLITUC00305	None	RDBECOLIOPC01152	nadA-pnuC	pnuC;nadA;	nadAp		[COMP-AINF:W]		W	 
RDBECOLITUC00306	zitB	RDBECOLIOPC00293	zitB	zitB;			[COMP-AINF:W]		W	 
RDBECOLITUC00307	ybgS	RDBECOLIOPC01875	ybgS	ybgS;			[COMP-AINF:W]		W	 
RDBECOLITUC00308	modEF	RDBECOLIOPC00897	modEF	modE;modF;			[COMP-AINF:W]		W	 
RDBECOLITUC00309	acrZ	RDBECOLIOPC00030	acrZ	acrZ;	acrZp		[COMP-AINF:W]		W	 
RDBECOLITUC00310	ybhH	RDBECOLIOPC01522	ybhH	ybhH;			[COMP-AINF:W]		W	 
RDBECOLITUC00311	ybhI	RDBECOLIOPC00605	ybhI	ybhI;			[COMP-AINF:W]		W	 
RDBECOLITUC00312	ybhJ	RDBECOLIOPC02199	ybhJ	ybhJ;			[COMP-AINF:W]		W	 
RDBECOLITUC00313	ybhC	RDBECOLIOPC01199	ybhC	ybhC;	ybhCp		[COMP-AINF:W]		W	 
RDBECOLITUC00314	ybhB	RDBECOLIOPC00331	ybhB	ybhB;			[COMP-AINF:W]		W	 
RDBECOLITUC00315	ybhL	RDBECOLIOPC01819	ybhL	ybhL;	ybhLp		[COMP-AINF:W]		W	 
RDBECOLITUC00316	ybhM	RDBECOLIOPC00840	ybhM	ybhM;			[COMP-AINF:W]		W	 
RDBECOLITUC00317	ybhP-clsB-ybhN	RDBECOLIOPC00062	ybhP-clsB-ybhN	ybhP;clsB;ybhN;			[COMP-AINF:W]		W	31535128 
RDBECOLITUC00318	cecR-ybhGFSR	RDBECOLIOPC01458	cecR-ybhGFSR	cecR;ybhG;ybhF;ybhS;ybhR;	cecRp		[COMP-AINF:W]		W	32385082 
RDBECOLITUC00319	hcxB	RDBECOLIOPC00549	hcxB	hcxB;			[COMP-AINF:W]		W	 
RDBECOLITUC00320	ybiJ	RDBECOLIOPC02259	ybiJ	ybiJ;			[COMP-AINF:W]		W	 
RDBECOLITUC00321	ybiI	RDBECOLIOPC01139	ybiI	ybiI;	ybiIp6		[COMP-AINF:W]		W	 
RDBECOLITUC00322	ybiX	RDBECOLIOPC00283	ybiX	ybiX;			[COMP-AINF:W]		W	 
RDBECOLITUC00323	mcbA	RDBECOLIOPC01864	mcbA	mcbA;	mcbAp5		[COMP-AINF:W]		W	22830299 
RDBECOLITUC00324	ybiO	RDBECOLIOPC00885	ybiO	ybiO;			[COMP-AINF:W]		W	 
RDBECOLITUC00325	rhtA	RDBECOLIOPC00018	rhtA	rhtA;			[COMP-AINF:W]		W	 
RDBECOLITUC00326	mntR-ybiR	RDBECOLIOPC01505	mntR-ybiR	ybiR;mntR;	mntRp		[COMP-AINF:W]		W	 
RDBECOLITUC00327	ybiU	RDBECOLIOPC00588	ybiU	ybiU;			[COMP-AINF:W]		W	 
RDBECOLITUC00328	ybiV	RDBECOLIOPC02181	ybiV	ybiV;			[COMP-AINF:W]		W	 
RDBECOLITUC00329	ybiYW	RDBECOLIOPC01184	ybiYW	ybiY;ybiW;			[COMP-AINF:W]		W	 
RDBECOLITUC00330	iaaA-gsiABCD	RDBECOLIOPC00320	iaaA-gsiABCD	gsiD;gsiC;gsiB;gsiA;iaaA;	iaaAp		[COMP-AINF:W]		W	 
RDBECOLITUC00331	pdeI-dgcI	RDBECOLIOPC01802	pdeI-dgcI	dgcI;pdeI;			[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	18713317 
RDBECOLITUC00332	bssR	RDBECOLIOPC00828	bssR	bssR;			[COMP-AINF:W]		W	32385082 
RDBECOLITUC00333	yliI	RDBECOLIOPC00051	yliI	yliI;			[COMP-AINF:W]		W	 
RDBECOLITUC00334	deoR	RDBECOLIOPC01445	deoR	deoR;	deoRp		[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	16862137 
RDBECOLITUC00336	ybjJI	RDBECOLIOPC02239	ybjJI	ybjJ;ybjI;			[COMP-AINF:W]		W	 
RDBECOLITUC00337	rybB	RDBECOLIOPC01125	rybB	rybB;	rybBp		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	14602901;17007876;31540875;17416652 
RDBECOLITUC00338	ybjL	RDBECOLIOPC00273	ybjL	ybjL;			[COMP-AINF:W]		W	 
RDBECOLITUC00339	ybjO-rlmC	RDBECOLIOPC01846	ybjO-rlmC	rlmC;ybjO;			[COMP-AINF:W]		W	 
RDBECOLITUC00340	ybjQ-amiD	RDBECOLIOPC00869	ybjQ-amiD	amiD;ybjQ;	ybjQp		[COMP-AINF:W]		W	 
RDBECOLITUC00341	ybjS	RDBECOLIOPC00003	ybjS	ybjS;			[COMP-AINF:W]		W	 
RDBECOLITUC00342	poxB-ltaE-ybjT	RDBECOLIOPC02383	poxB-ltaE-ybjT	poxB;ltaE;ybjT;			[COMP-AINF:W]		W	 
RDBECOLITUC00343	lysO	RDBECOLIOPC00577	lysO	lysO;	lysOp		[COMP-AINF:W]		W	 
RDBECOLITUC00344	aat	RDBECOLIOPC02162	aat	aat;			[COMP-AINF:W]		W	 
RDBECOLITUC00345	trxB	RDBECOLIOPC01169	trxB	trxB;	trxBp	RDBECOLITMC00176	[COMP-AINF:W]		W	 
RDBECOLITUC00346	lolA-rarA	RDBECOLIOPC00307	lolA-rarA	rarA;lolA;	lolAp		[COMP-AINF:W]		W	 
RDBECOLITUC00347	serS	RDBECOLIOPC01787	serS	serS;	serSp	RDBECOLITMC00165	[COMP-AINF:W]		W	 
RDBECOLITUC00348	ycaD	RDBECOLIOPC00813	ycaD	ycaD;			[COMP-AINF:W]		W	32571968 
RDBECOLITUC00349	ycaM	RDBECOLIOPC00043	ycaM	ycaM;			[COMP-AINF:W]		W	 
RDBECOLITUC00350	pflA	RDBECOLIOPC01432	pflA	pflA;	pflAp	RDBECOLITMC00147	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	2192229;23274360 
RDBECOLITUC00351	ycaO	RDBECOLIOPC00531	ycaO	ycaO;			[COMP-AINF:W]		W	20718955 
RDBECOLITUC00352	ycaP	RDBECOLIOPC02220	ycaP	ycaP;			[COMP-AINF:W]		W	 
RDBECOLITUC00353	ycaL	RDBECOLIOPC01111	ycaL	ycaL;			[COMP-AINF:W]		W	 
RDBECOLITUC00354	ycaI-msbA-lpxK-ycaQ	RDBECOLIOPC00261	ycaI-msbA-lpxK-ycaQ	ycaQ;lpxK;msbA;ycaI;			[COMP-AINF:W]		W	 
RDBECOLITUC00355	ycaR-kdsB	RDBECOLIOPC01832	ycaR-kdsB	kdsB;ycaR;	ycaRp		[COMP-AINF:W]		W	 
RDBECOLITUC00356	ycbJ	RDBECOLIOPC00854	ycbJ	ycbJ;	ycbJp		[COMP-AINF:W]		W	 
RDBECOLITUC00357	ldtD	RDBECOLIOPC02582	ldtD	ldtD;	ldtDp		[COMP-AINF:W]		W	31964733;29497416 
RDBECOLITUC00358	mepK-gloC	RDBECOLIOPC01475	mepK-gloC	gloC;mepK;	mepKp		[COMP-AINF:W]		W	 
RDBECOLITUC00359	asnS	RDBECOLIOPC00564	asnS	asnS;	asnSp	RDBECOLITMC00219	[COMP-AINF:W]		W	31964733 
RDBECOLITUC00360	elfA	RDBECOLIOPC02146	elfA	elfA;			[COMP-AINF:W]		W	 
RDBECOLITUC00361	elfDCG-ycbUVF	RDBECOLIOPC01154	elfDCG-ycbUVF	ycbF;ycbV;ycbU;elfG;elfC;elfD;			[COMP-AINF:W]		W	 
RDBECOLITUC00362	zapC	RDBECOLIOPC00296	zapC	zapC;			[COMP-AINF:W]		W	 
RDBECOLITUC00363	ycbZ	RDBECOLIOPC01771	ycbZ	ycbZ;			[COMP-AINF:W]		W	 
RDBECOLITUC00364	yccFS	RDBECOLIOPC00800	yccFS	yccF;yccS;	yccFp		[COMP-AINF:W]		W	 
RDBECOLITUC00365	mgsA	RDBECOLIOPC00035	mgsA	mgsA;	mgsAp		[COMP-AINF:W]		W	 
RDBECOLITUC00366	yccT	RDBECOLIOPC01418	yccT	csgI;	yccTp		[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	21421764 
RDBECOLITUC00367	hspQ	RDBECOLIOPC00517	hspQ	hspQ;	hspQp		[COMP-AINF:W]		W	 
RDBECOLITUC00368	rlmI	RDBECOLIOPC02202	rlmI	rlmI;			[COMP-AINF:W]		W	 
RDBECOLITUC00369	tusE	RDBECOLIOPC01100	tusE	tusE;			[COMP-AINF:W]		W	 
RDBECOLITUC00370	yccA	RDBECOLIOPC00250	yccA	yccA;	yccAp	RDBECOLITMC00229	[COMP-AINF:W]		W	31964733 
RDBECOLITUC00371	gfcE-etp-etk	RDBECOLIOPC01818	gfcE-etp-etk	gfcE;etp;etk;			[COMP-AINF:W]		W	 
RDBECOLITUC00372	gfcBCD	RDBECOLIOPC00842	gfcBCD	gfcB;gfcC;gfcD;			[COMP-AINF:W]		W	 
RDBECOLITUC00373	gfcA	RDBECOLIOPC02562	gfcA	gfcA;	gfcAp		[COMP-AINF:W]		W	31964733 
RDBECOLITUC00374	insA4AB4B4	RDBECOLIOPC01460	insA4AB4B4	insB4;insA4;insAB4;			[COMP-AINF:W]		W	 
RDBECOLITUC00375	ymcE-gnsA	RDBECOLIOPC02130	ymcE-gnsA	gnsA;ymcE;			[COMP-AINF:W]		W	 
RDBECOLITUC00376	yccM	RDBECOLIOPC02129	yccM	yccM;			[COMP-AINF:W]		W	 
RDBECOLITUC00377	torS	RDBECOLIOPC01141	torS	torS;			[COMP-AINF:W]		W	 
RDBECOLITUC00378	yccE	RDBECOLIOPC00285	yccE	yccE;	yccEp		[COMP-AINF:W]		W	 
RDBECOLITUC00379	wrbA-yccJ	RDBECOLIOPC01755	wrbA-yccJ	wrbA;yccJ;	wrbAp		[COMP-AINF:W]		W	32385082 
RDBECOLITUC00380	efeU	RDBECOLIOPC00786	efeU	efeU;	efeUp		[COMP-AINF:W]		W	 
RDBECOLITUC00381	efeOB	RDBECOLIOPC00022	efeOB	efeB;efeO;			[COMP-AINF:W]		W	 
RDBECOLITUC00382	insE4F4EF4	RDBECOLIOPC01405	insE4F4EF4	insE4;insF4;insEF4;			[COMP-AINF:W]		W	 
RDBECOLITUC00383	ymdE-ycdU	RDBECOLIOPC00508	ymdE-ycdU	ycdU;ymdE;			[COMP-AINF:W]		W	 
RDBECOLITUC00384	ghrA	RDBECOLIOPC02182	ghrA	ghrA;			[COMP-AINF:W]		W	19767843 
RDBECOLITUC00385	ycdXY	RDBECOLIOPC01087	ycdXY	ycdY;ycdX;			[COMP-AINF:W]		W	 
RDBECOLITUC00386	ycdZ	RDBECOLIOPC00233	ycdZ	ycdZ;	ycdZp4		[COMP-AINF:W]		W	23028500 
RDBECOLITUC00387	ymdA	RDBECOLIOPC03372	ymdAB-clsC	ymdA;	ymdAp		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	28582517 
RDBECOLITUC00388	ymdB-clsC	RDBECOLIOPC03372	ymdAB-clsC	clsC;ymdB;	ymdBp		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S	28582517 
RDBECOLITUC00389	yceK	RDBECOLIOPC02541	yceK	yceK;			[COMP-AINF:W]		W	 
RDBECOLITUC00390	mdtG	RDBECOLIOPC01446	mdtG	mdtG;			[COMP-AINF:W]		W	21097628 
RDBECOLITUC00391	yceJI	RDBECOLIOPC02354	yceJI	yceJ;yceI;	yceJp		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	16818608 
RDBECOLITUC00392	solA-yceO	RDBECOLIOPC02108	solA-yceO	solA;yceO;	solAp		[COMP-AINF:W]		W	 
RDBECOLITUC00393	dinI	RDBECOLIOPC01126	dinI	dinI;	dinIp		[COMP-AINF:W]		W	 
RDBECOLITUC00394	yceB	RDBECOLIOPC00274	yceB	yceB;		RDBECOLITMC00223	[COMP-AINF:W]		W	 
RDBECOLITUC00395	grxB	RDBECOLIOPC01742	grxB	grxB;	grxBp		[COMP-AINF:W]		W	 
RDBECOLITUC00396	mdtH	RDBECOLIOPC00772	mdtH	mdtH;			[COMP-AINF:W]		W	15686558 
RDBECOLITUC00397	murJ	RDBECOLIOPC00005	murJ	murJ;			[COMP-AINF:W]		W	 
RDBECOLITUC00398	yceQ	RDBECOLIOPC01388	yceQ	yceQ;			[COMP-AINF:W]		W	 
RDBECOLITUC00399	rluC	RDBECOLIOPC00492	rluC	rluC;			[COMP-AINF:W]		W	 
RDBECOLITUC00400	pabC-mltG-tmk-holB-ycfH	RDBECOLIOPC02161	pabC-mltG-tmk-holB-ycfH	ycfH;holB;tmk;mltG;pabC;			[COMP-AINF:W]		W	 
RDBECOLITUC00401	hinT-ycfL-lpoB-thiK-nagZ-ycfP	RDBECOLIOPC01080	hinT-ycfL-lpoB-thiK-nagZ-ycfP	ycfP;nagZ;thiK;lpoB;ycfL;hinT;			[COMP-AINF:W]		W	 
RDBECOLITUC00402	ycfJ	RDBECOLIOPC00219	ycfJ	ycfJ;			[COMP-AINF:W]		W	23421615;20718955 
RDBECOLITUC00403	ldtC	RDBECOLIOPC01783	ldtC	ldtC;	ldtCp		[COMP-AINF:W]		W	 
RDBECOLITUC00404	ycfT	RDBECOLIOPC00814	ycfT	ycfT;			[COMP-AINF:W]		W	 
RDBECOLITUC00405	lolCDE	RDBECOLIOPC02519	lolCDE	lolE;lolD;lolC;			[COMP-AINF:W]		W	 
RDBECOLITUC00406	nagK-cobB	RDBECOLIOPC01431	nagK-cobB	cobB;nagK;			[EXP-IEP:W][COMP-AINF:W]		W	22059728 
RDBECOLITUC00407	ymfA-ycfZ	RDBECOLIOPC00532	ymfA-ycfZ	ymfA;ycfZ;			[COMP-AINF:W]		W	 
RDBECOLITUC00408	roxA	RDBECOLIOPC02087	roxA	roxA;			[COMP-AINF:W]		W	 
RDBECOLITUC00409	rluE-nudJ	RDBECOLIOPC01110	rluE-nudJ	rluE;nudJ;			[COMP-AINF:W]		W	 
RDBECOLITUC00410	ymfED	RDBECOLIOPC00262	ymfED	ymfE;ymfD;			[COMP-AINF:W]		W	 
RDBECOLITUC00411	ymfH-xisE-intE	RDBECOLIOPC01726	ymfH-xisE-intE	ymfH;xisE;intE;			[COMP-AINF:W]		W	 
RDBECOLITUC00412	ymfJ	RDBECOLIOPC00760	ymfJ	ymfJ;			[COMP-AINF:W]		W	 
RDBECOLITUC00413	ymfK	RDBECOLIOPC02585	ymfK	ymfK;			[COMP-AINF:W]		W	 
RDBECOLITUC00414	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	RDBECOLIOPC01373	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	tfaP;ycfK;ymfQ;jayE;beeE;ymfR;ymfN;ymfM;ymfL;ymfT;			[COMP-AINF:W]		W	 
RDBECOLITUC00415	stfE-tfaE	RDBECOLIOPC00477	stfE-tfaE	stfE;tfaE;			[COMP-AINF:W]		W	 
RDBECOLITUC00416	pinE	RDBECOLIOPC02145	pinE	pinE;			[COMP-AINF:W]		W	 
RDBECOLITUC00417	mcrA	RDBECOLIOPC01073	mcrA	mcrA;			[COMP-AINF:W]		W	 
RDBECOLITUC00418	icdC	RDBECOLIOPC00207	icdC	icdC;			[COMP-AINF:W]		W	31271063 
RDBECOLITUC00419	iraM	RDBECOLIOPC03181	iraM	iraM;	iraMp1		[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	19838305 
RDBECOLITUC00420	ycgX	RDBECOLIOPC00801	ycgX	ycgX;			[COMP-AINF:W]		W	 
RDBECOLITUC00421	bluR	RDBECOLIOPC02499	bluR	bluR;	bluRp		[COMP-AINF:W]		W	 
RDBECOLITUC00422	ycgZ	RDBECOLIOPC03596	ycgZ-ymgA-ariR-ymgC	ycgZ;			[COMP-AINF:W]		W	 
RDBECOLITUC00423	ymgA-ariR	RDBECOLIOPC03596	ycgZ-ymgA-ariR-ymgC	ariR;ymgA;			[COMP-AINF:W]		W	 
RDBECOLITUC00424	ymgC	RDBECOLIOPC03596	ycgZ-ymgA-ariR-ymgC	ymgC;			[COMP-AINF:W]		W	 
RDBECOLITUC00425	pdeG	RDBECOLIOPC01099	pdeG	pdeG;			[COMP-AINF:W]		W	 
RDBECOLITUC00426	ymgF	RDBECOLIOPC00251	ymgF	ymgF;			[COMP-AINF:W]		W	 
RDBECOLITUC00427	None	RDBECOLIOPC01710	ycgH	ycgH;			[COMP-AINF:W][IC:W]		W	 
RDBECOLITUC00428	ymgGD	RDBECOLIOPC00751	ymgGD	ymgG;ymgD;			[COMP-AINF:W]		W	23421615 
RDBECOLITUC00429	ycgI	RDBECOLIOPC02565	ycgI	ycgI;			[COMP-AINF:W]		W	 
RDBECOLITUC00430	ycgL	RDBECOLIOPC01361	ycgL	ycgL;	ycgLp		[COMP-AINF:W]		W	 
RDBECOLITUC00431	ycgM	RDBECOLIOPC00466	ycgM	ycgM;			[COMP-AINF:W]		W	 
RDBECOLITUC00432	ycgN	RDBECOLIOPC02128	ycgN	ycgN;			[COMP-AINF:W]		W	 
RDBECOLITUC00433	dsbB	RDBECOLIOPC01065	dsbB	dsbB;			[COMP-AINF:W]		W	 
RDBECOLITUC00434	nhaB	RDBECOLIOPC00195	nhaB	nhaB;			[COMP-AINF:W]		W	 
RDBECOLITUC00435	cvrA	RDBECOLIOPC01752	cvrA	cvrA;			[COMP-AINF:W]		W	 
RDBECOLITUC00436	ldcA	RDBECOLIOPC00787	ldcA	ldcA;			[COMP-AINF:W]		W	 
RDBECOLITUC00437	ymgE	RDBECOLIOPC00193	ymgE	ymgE;			[COMP-AINF:W]		W	 
RDBECOLITUC00438	ycgY	RDBECOLIOPC01749	ycgY	ycgY;			[COMP-AINF:W]		W	 
RDBECOLITUC00439	ycgV	RDBECOLIOPC00785	ycgV	ycgV;			[COMP-AINF:W]		W	 
RDBECOLITUC00440	dauA	RDBECOLIOPC02478	dauA	dauA;			[COMP-AINF:W]		W	 
RDBECOLITUC00441	ychS	RDBECOLIOPC01403	ychS	ychS;			[COMP-AINF:W]		W	21398637 
RDBECOLITUC00442	rttR	RDBECOLIOPC00509	rttR	rttR;			[COMP-AINF:W]		W	 
RDBECOLITUC00443	purU	RDBECOLIOPC03444	ychJ-purU	purU;	purUp		[COMP-AINF:W]		W	23824318 
RDBECOLITUC00444	ychJ	RDBECOLIOPC03444	ychJ-purU	ychJ;			[COMP-AINF:W]		W	 
RDBECOLITUC00445	insZ	RDBECOLIOPC00235	insZ	insZ;			[COMP-AINF:W]		W	 
RDBECOLITUC00446	ychE	RDBECOLIOPC01691	ychE	ychE;			[COMP-AINF:W]		W	 
RDBECOLITUC00447	yciI	RDBECOLIOPC00737	yciI	yciI;	yciIp		[COMP-AINF:W]		W	 
RDBECOLITUC00448	yciA	RDBECOLIOPC02542	yciA	yciA;			[COMP-AINF:W]		W	 
RDBECOLITUC00449	yciCB	RDBECOLIOPC01346	yciCB	yciC;yciB;	yciCp	RDBECOLITMC00115	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W	3058546 
RDBECOLITUC00450	yciGFE	RDBECOLIOPC03423	yciGFE	yciE;yciF;yciG;	yciGp	RDBECOLITMC00114	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	8455549;20713450 
RDBECOLITUC00451	yciVOQ	RDBECOLIOPC02104	yciVOQ	yciQ;yciO;rnm;	yciVp		[COMP-AINF:W]		W	 
RDBECOLITUC00452	rluB	RDBECOLIOPC00774	rluB	rluB;			[COMP-AINF:W]		W	 
RDBECOLITUC00453	yciK-btuR	RDBECOLIOPC02461	yciK-btuR	yciK;btuR;			[COMP-AINF:W]		W	31964733 
RDBECOLITUC00454	ymiA-yciX	RDBECOLIOPC01389	ymiA-yciX	yciX;ymiA;	ymiAp		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W	26078445 
RDBECOLITUC00455	pgpB	RDBECOLIOPC00496	pgpB	pgpB;	pgpBp		[COMP-AINF:W]		W	 
RDBECOLITUC00456	lapAB	RDBECOLIOPC02036	yciSM-pyrF-yciH	lapB;lapA;	lapAp1		[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		W	24722986 
